,owner,origen,weapon,platform,total,number,Status,url,primary_key
14886,UA,['Ukraine'],Armoured Fighting Vehicles,Unknown AFV,57,9,['destroyed'],https://i.postimg.cc/cL77ZFnf/5422.png,_2e3df03c7f12402882bf
14952,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,18,['destroyed'],https://i.postimg.cc/4NY2VM7X/1017-unkn-BMP.jpg,_b59c29b9f143fae7678c
15081,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,148,['destroyed'],https://i.postimg.cc/Kjt2p4RX/2000-BMP-1-destr-14-11-23.jpg,_0c3a7909801f310925b7
15147,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,214,['destroyed'],https://i.postimg.cc/Hx5yMMYq/2022-bmp1-destr-01-01-24.jpg,_dbc5fb69cf0c8a3780d5
15174,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,241,['destroyed'],https://i.postimg.cc/nrG9RtQT/2021-bmp1-destr-01-01-24.png,_835cd46498afd7c09a4b
15204,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,271,['destroyed'],https://i.postimg.cc/prrb9Qgc/2008-bmp1-destr-30-11-22.jpg,_52167399ab2f690975d5
15205,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,272,['destroyed'],https://i.postimg.cc/4ymq4f9r/2010-bmp1-destr-18-12-23.jpg,_7412df7ac38f7a2495c7
15206,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,273,['destroyed'],https://i.postimg.cc/xTH93tp8/2029-bmp1-destr-04-12-23.jpg,_c8f8c19c8cf6bb4cfbe9
15207,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,274,['destroyed'],https://i.postimg.cc/kGy3p673/2005-BMP-1-P-destr-21-12-23.jpg,_bf643a0c1e4aac175134
15208,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,275,['destroyed'],https://i.postimg.cc/ZRYVDnDT/2017-bmp1-destr-01-09-23.jpg,_fcfe8a8757e044dbe8c5
15209,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,276,['destroyed'],https://i.postimg.cc/XNf579DF/2019-bmp1-destr-01-01-24.jpg,_5686abd54dc4f776fdec
15210,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,277,['destroyed'],https://i.postimg.cc/5yzKVDVg/2000-bmp1-destr-31-12-23.png,_3762fa63f829a8da5b79
15211,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,278,['destroyed'],https://i.postimg.cc/KzwpCxd4/2004-bmp1-destr-30-03-22.jpg,_b8ff0a8fa7426c243d92
15212,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,279,['destroyed'],https://i.postimg.cc/yNfbXFjm/2006-bmp1-destr-30-11-22.jpg,_6c68f4282535ea6da58e
15213,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,280,['destroyed'],https://i.postimg.cc/506kP6KZ/2010-BMP-1-P-destr-01-01-24.jpg,_8f7fc44bb117a71f8ce5
15214,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,281,['destroyed'],https://i.postimg.cc/MT1VfgCD/2002-bmp1-destr-10-01-24.jpg,_0849474ced5925f93d32
15215,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,282,['destroyed'],https://i.postimg.cc/sxySYwyR/2017-bmp1-destr-27-03-22.jpg,_6cc67207a7eb93d7ac9f
15216,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,283,['destroyed'],https://i.postimg.cc/c1MfxyM1/2010-bmp1-destr-07-01-24.jpg,_17df3ae4dd3b1d6e716b
15217,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,284,['destroyed'],https://i.postimg.cc/L5kKRTHL/2000-bmp1-destr-31-08-23.jpg,_2dc20a72c0abfa30c573
15227,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,10,['damaged'],https://i.postimg.cc/CxkyfxQ0/2001-bmp1-dam-18-12-23.jpg,_f8ea8eca6d286bf0f6c4
15228,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,11,['damaged'],https://i.postimg.cc/0jtbbysj/2000-bmp1-dam-18-12-23.jpg,_5fdb956be699bd548a2d
15229,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,12,['damaged'],https://i.postimg.cc/1RjJJ90Q/2018-bmp1-dam-18-12-23.jpg,_e1f500b9d02dc1aae609
15252,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,23,"['damaged', 'abandoned']",https://i.postimg.cc/x1z6373g/2015-bmp1-dam-aband-06-11-23.jpg,_b284a8a729e0da0cfdd8
15299,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,47,['captured'],https://i.postimg.cc/Hj1HTgvK/2031-bmp1-capt-29-05-23.jpg,_ca2a244e6ebf853c2cd2
15300,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-1(P),368,48,['captured'],https://i.postimg.cc/mgTZ7444/2002-bmp1-capt-31-07-23.jpg,_7717caac080302208cd5
15313,UA,['Sweden'],Infantry Fighting Vehicles,Pbv 501A,9,8,['destroyed'],https://i.postimg.cc/6q2mwb4v/2012-pbv501a-destr-18-12-23.jpg,_685e9ef79ed3fea0f5ac
15329,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,8,['destroyed'],https://postlmg.cc/G4pYTHHR,_621b75777d916f1a4bec
15460,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,139,['destroyed'],https://i.postimg.cc/bYF3yrR2/2008-bmp2-destr-03-12-23.jpg,_b76b7d4403c6fa9a4e6e
15461,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,140,['destroyed'],https://i.postimg.cc/xCPYQ1mM/1001-bmp2-destr.jpg,_1a1083934254e89e399b
15462,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,141,['destroyed'],https://i.postimg.cc/5NFmhRsF/2015-bmp2-destr-28-11-23.jpg,_fded14301ca8e00cf986
15463,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,142,['destroyed'],https://i.postimg.cc/nLJyKfyD/2005-bmp2-destr-31-08-23.jpg,_034a471caf88b96b288d
15464,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,143,['destroyed'],https://i.postimg.cc/MZ0ST4VP/2001-bmp2-destr-21-12-23.jpg,_1c280f0e51c465c21db7
15465,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,144,['destroyed'],https://i.postimg.cc/yxm6p0t4/1006-bmp2-destr.jpg,_a3cb5ffd1b8694864d1a
15466,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,145,['destroyed'],https://postimg.cc/wydhNQq8,_b93e1ea941c63898c88f
15467,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,146,['destroyed'],https://i.postimg.cc/wM7FgPpZ/2001-bmp2-destr-30-05-23.jpg,_9a13381d5b78c79e6e85
15468,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,147,['destroyed'],https://i.postimg.cc/DwV53BYp/2002-bmp2-destr-30-05-23.png,_a459a9db9cbff6da4bef
15469,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,148,['destroyed'],https://i.postimg.cc/Vv8bWN5d/2016-bmp2-destr-30-10-23.jpg,_c664d1121c4e01875fb5
15470,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,149,['destroyed'],https://postlmg.cc/jny01hRh,_c8f1100a0672285634cf
15513,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),193,25,"['damaged', 'captured']",https://i.postimg.cc/1tWJxSLD/2016-bmp2-dam-capt-05-10-23.jpg,_bad0276ed410ca823357
15532,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,19,['destroyed'],https://i.postimg.cc/Cx13rjng/2016-unkn-bmp-destr-17-06-23.jpg,_19575221e85866f454f6
15533,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,20,['destroyed'],https://i.postimg.cc/TYrJPY4j/2027-2x-unkn-bmp-destr-08-06-23.jpg,_04e63b05ac19a7939b29
15535,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,22,['destroyed'],https://i.postimg.cc/Tw6LBnw4/2013-unkn-bmp-dam-18-06-23.jpg,_f24b522cb5654f25eb73
15536,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,23,['destroyed'],https://i.postimg.cc/CKYgFXF7/2041-unkn-bmp-destr-22-07-23.jpg,_9e71738bc83123682f80
15537,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,24,['destroyed'],https://i.postimg.cc/Xv1XW6wq/2002-2x-BMP-1s-BMP-2-BMP-1-2-T-64-BV-Zr-2017-T-72-AV-Unkn-Vehicle-destr-31-07-23.jpg,_28d733c2d7df1e577fbe
15538,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,25,['destroyed'],https://i.postimg.cc/W34jWbKX/24t.png,_8a1fd4458414023ca5b4
15539,UA,['the Soviet Union'],Infantry Fighting Vehicles,Unknown BMP-1/2,27,26,['destroyed'],https://i.postimg.cc/28LTtPTB/2004-unkn-bmp-destr-24-02-23.jpg,_03114df64eb36ab1a52d
15543,UA,['the Soviet Union'],Infantry Fighting Vehicles,PRP-3 with a BMD-2 turret,4,4,['destroyed'],https://i.postimg.cc/MKh2TQtt/2000-PRP-3-with-a-BMD-2-turret-destr-29-08-23.jpg,_2372f5f3dd11eeffb6de
15547,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,6,2,['destroyed'],https://i.postimg.cc/ncgVjPBh/1033-BMD-2-destr-25-10-23.jpg,_173d2594547ed01d0b6c
15580,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,29,['destroyed'],https://i.postimg.cc/qR9Q6rDr/2002-M2-A2-Bradley-ODS-SA-destr-05-10-23.jpg,_523084a8c5241e840037
15581,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,30,['destroyed'],https://i.postimg.cc/pVmWp2DD/2008-bradley-destr-20-09-23.jpg,_5139a97617f634cbcfb1
15592,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,11,['damaged'],https://i.postimg.cc/hvNkN3y9/2052-bradley-dam-23-07-23.jpg,_515b7e96c88bb42cd46e
15598,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,17,['damaged'],https://i.postimg.cc/ryb2dKVK/2053-bradley-dam-23-07-23.jpg,_9e833a5a811410772cd9
15599,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,18,['damaged'],https://i.postimg.cc/8z3YWMtR/2001-bradley-dam-25-07-23.jpg,_cd54c4cc118d50c9050d
15600,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,19,['damaged'],https://i.postimg.cc/Qd9MRYhd/2002-bradley-dam-02-11-23.jpg,_2b50103e0fe786b2ed53
15601,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,20,['damaged'],https://i.postimg.cc/QtsxKX5F/2016-bradley-dam-08-11-23.jpg,_26d2f502d938caa6b0e1
15602,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,21,['damaged'],https://i.postimg.cc/Sxcsbf6h/2000-Bradley-destr-09-11-23.jpg,_b139fc8b3a309d8774dc
15603,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,22,['damaged'],https://i.postimg.cc/6QV5vBKV/2011-bradley-dam-02-12-23.jpg,_6118e4f3e6bd1f8ec357
15604,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,23,['damaged'],https://i.postimg.cc/fRq4wkh2/2010-bradley-dam-13-01-24.jpg,_827fb4beb424209af50f
15611,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,7,"['damaged', 'abandoned']",https://i.postimg.cc/ZnHNk564/2002-Bradley-dam-aband-16-11-23.jpg,_b75a7fbf2abf05951e5a
15612,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,8,['abandoned'],https://i.postimg.cc/nLNmM2JK/2011-M2-A2-Bradley-ODS-SA-aband-01-01-24.jpg,_64f5dab696ea8b2d75a6
15613,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,9,"['damaged', 'abandoned']",https://i.postimg.cc/KjNTJBv3/2009-bradley-dam-aband-21-10-23.jpg,_33cf1a7b934be873c36c
15614,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,10,"['damaged', 'abandoned']",https://twitter.com/RALee85/status/1720182958294757703,_5b26377109a17a56d33e
15615,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,11,"['damaged', 'abandoned']",https://twitter.com/RALee85/status/1720182958294757703,_32096f5b31695dd9ced8
15616,UA,['the United States'],Infantry Fighting Vehicles,M2A2 Bradley ODS-SA,65,1,['captured'],https://i.postimg.cc/L839gqyv/2007-bradley-capt-22-11-23.jpg,_7985c4776f25a24fb2be
15619,UA,['Sweden'],Infantry Fighting Vehicles,CV9040C,5,3,['damaged'],https://i.postimg.cc/qMtH4Lcz/2004-cv90-dam-18-12-23.jpg,_272b54f56a14a9046143
15625,UA,['Germany'],Infantry Fighting Vehicles,Marder 1A3,7,4,['destroyed'],https://i.postimg.cc/QNzbn3J3/2026-marder-destr-14-12-23.jpg,_d16b3a3825e1a03368e7
15627,UA,['Germany'],Infantry Fighting Vehicles,Marder 1A3,7,2,"['damaged', 'abandoned']",https://i.postimg.cc/PqLpgLpm/2000-mader-dam-aband-21-11-23.jpg,_c98f68c6a5722ee43560
15628,UA,['Germany'],Infantry Fighting Vehicles,Marder 1A3,7,3,['abandoned'],https://i.postimg.cc/vm49QjpH/2009-Marder-1-A3-aband-07-11-23.jpg,_4eece60c0f198547b6ec
15657,UA,['Ukraine'],Infantry Fighting Vehicles,BTR-3,42,29,['destroyed'],https://i.postimg.cc/1XkYz0DY/2003-btr3-destr-18-12-23.jpg,_2f9a029b53bd60c56b79
15727,UA,['Ukraine'],Infantry Fighting Vehicles,BTR-4,90,57,['destroyed'],https://i.postimg.cc/wMjvdkcT/2005-2x-btr4e-destr-08-12-23.jpg,_4d706761927d14a42543
15728,UA,['Ukraine'],Infantry Fighting Vehicles,BTR-4,90,58,['destroyed'],https://i.postimg.cc/wMjvdkcT/2005-2x-btr4e-destr-08-12-23.jpg,_9693e2fb8c2a30ff376c
15729,UA,['Ukraine'],Infantry Fighting Vehicles,BTR-4,90,59,['destroyed'],https://i.postimg.cc/ZYXTN1cX/2018-btr4-destr-30-03-22.jpg,_49e652975614c07eb18b
15770,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,6,['destroyed'],https://i.postimg.cc/2yYDFbFP/2015-btr60-destr-17-11-22.jpg,_7eebfdd2688348758dd1
15771,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,7,['destroyed'],https://i.postimg.cc/nhR3zt8L/2002-BTR-60-destr-15-03-23.jpg,_682e5e96f333c3436ea2
15772,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,8,['destroyed'],https://i.postimg.cc/vBYBZhWb/2007-BTR-60-PB-destr-30-11-22.jpg,_0d7b0c59c2ac89d9ffca
15773,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,9,['destroyed'],https://i.postimg.cc/D0RssvkR/2026-btr60-destr-24-04-23.jpg,_eb96bc5019d167746f96
15774,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,10,['destroyed'],https://i.postimg.cc/85TsfHWg/2002-BTR-60-PB-destr-20-06-23.jpg,_68d1b5b5e0083678c633
15775,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,11,['destroyed'],https://i.postimg.cc/8zGbZbH5/2020-BTR-60-PB-destr-31-05-22.jpg,_62a9194f0a6ee8c4ba78
15776,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,12,['destroyed'],https://i.postimg.cc/hGvLmHJf/320.png,_b17c1f2ced84072fd207
15777,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,13,['destroyed'],https://i.postimg.cc/MT11h5Hk/3368.png,_f6b123509029dc65c63d
15778,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,14,['destroyed'],https://i.postimg.cc/7PCPrW7P/2026-BTR-60-PB-destr-31-08-23.jpg,_2b21464ac7901adde7ac
15779,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-60PB,24,15,['destroyed'],https://i.postimg.cc/fRjcFpzp/2003-btr60-destr-30-11-22.jpg,_8ecedf95e2ffa0045621
15802,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-70,31,16,['destroyed'],https://i.postimg.cc/Tw9T6dvM/2006-btr70-destr-30-05-23.jpg,_f19012240c49384167e0
15803,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-70,31,17,['destroyed'],https://i.postimg.cc/sfTxmfhw/2000-btr70-destr-30-11-23.jpg,_a3e33c68792d52fff406
15922,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,108,71,['destroyed'],https://i.postimg.cc/3JdZmjnR/2003-BTR-80-destr-21-11-23.jpg,_09cb3961802b4de0a709
15923,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,108,1,['damaged'],https://i.postimg.cc/pXHTB6yg/2011-BTR-80-dam-19-07-23.jpg,_d116f728df940dc55528
15925,UA,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,108,1,['captured'],https://i.postimg.cc/HnrNbgLK/653.png,_d2d332613f47eb36cb40
16002,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,35,['destroyed'],https://i.postimg.cc/MGj4525n/2009-YRP-765-destr-22-11-23.jpg,_a8a3340671fdf5755484
16003,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,36,['destroyed'],https://i.postimg.cc/zBZQPt20/2019-YPR-765-destr-30-10-23.jpg,_eee2fc65736ee6cee07b
16004,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,37,['destroyed'],https://i.postimg.cc/4NndSCvZ/2002-YPR-765-destr-30-11-23.jpg,_44861c87de0de2c691aa
16005,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,38,['destroyed'],https://i.postimg.cc/bYG9gmdZ/2006-YPR-765-destr-05-12-23.jpg,_da7692c47554ec56cead
16006,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,39,['destroyed'],https://i.postimg.cc/3NDNG48w/2021-YPR-765-destr-06-11-23.jpg,_0d08e8633bd93f70c8db
16007,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,40,['destroyed'],https://i.postimg.cc/LsFDnyzD/2008-YPR-765-destr-01-10-23.jpg,_6411f1d4fcd4cfc2ea02
16008,UA,['the Netherlands'],Armoured Personnel Carriers,YPR-765,60,41,['destroyed'],https://i.postimg.cc/43ngtV5R/2005-ypr765-destr-02-05-23.jpg,_847ea4038d0aa0a7cb31
16070,UA,['the United States'],Armoured Personnel Carriers,M113,71,43,['destroyed'],https://i.postimg.cc/xCtf6gcc/2015-m113-destr-01-12-23.jpg,_b61e4670920e0d8435d4
16071,UA,['the United States'],Armoured Personnel Carriers,M113,71,44,['destroyed'],https://i.postimg.cc/j51CCQr9/2019-M113-A3-destr-22-11-23.jpg,_d6f5c02cdc5d0ac43114
16072,UA,['the United States'],Armoured Personnel Carriers,M113,71,45,['destroyed'],https://i.postimg.cc/pT2xBFcS/2027-m113-destr-14-12-23.jpg,_3b38fd9e6bc3ab2a4c9b
16073,UA,['the United States'],Armoured Personnel Carriers,M113,71,46,['destroyed'],https://i.postimg.cc/7Lv3vbLF/2016-m113-destr-25-12-23.jpg,_d5273f36c421d7b25082
16088,UA,['the United States'],Armoured Personnel Carriers,M113,71,8,"['damaged', 'abandoned']",https://i.postimg.cc/C1G2yGWY/2000-m113-dam-aband-21-10-23.jpg,_3c57abcd118bd9557205
16089,UA,['the United States'],Armoured Personnel Carriers,M113,71,9,"['damaged', 'abandoned']",https://twitter.com/Danspiun/status/1732002153722425499,_acead2b43a82ec62eb1d
16098,UA,['the United States'],Armoured Personnel Carriers,M113,71,9,['captured'],https://i.postimg.cc/nckDBffQ/2004-m113-capt-20-11-23.jpg,_bc077a2bdbf4df28c8c8
16123,UA,['France'],Armoured Personnel Carriers,VAB,18,8,['destroyed'],https://i.postimg.cc/vTGNG1sn/2021-VAB-APC-destr-13-11-23.jpg,_d12e8395e6704c2b4dd1
16124,UA,['France'],Armoured Personnel Carriers,VAB,18,9,['destroyed'],https://i.postimg.cc/43vNybTn/2002-vab-apc-destr-11-12-23.jpg,_ee53162aca8cc0a8abe9
16125,UA,['France'],Armoured Personnel Carriers,VAB,18,10,['destroyed'],https://i.postimg.cc/YjK9zr0z/2005-vab-apc-destr-05-12-23.jpg,_cfd4b4e2e0407497d8cd
16126,UA,['France'],Armoured Personnel Carriers,VAB,18,11,['destroyed'],https://i.postimg.cc/J0FLmd7w/2020-VAB-APC-destr-14-12-23.jpg,_1a4e8e99262c4af81c62
16127,UA,['France'],Armoured Personnel Carriers,VAB,18,12,['destroyed'],https://i.postimg.cc/DzxqfGbc/2000-vab-apc-destr-14-11-23.jpg,_4449576f74ee78308fcb
16153,UA,['the Netherlands'],Armoured Personnel Carriers,Bandvagn BvS 10,1,1,['destroyed'],https://i.postimg.cc/43v5tzPg/2013-Bv-S-10-destr-26-12-23.jpg,_7fe628b8317b7419584e
16154,UA,['the United States'],Armoured Personnel Carriers,,,1,['destroyed'],https://i.postimg.cc/jSxKxGn5/2007-LAV-ACSV-TCV-Super-Bison-destr-29-12-23.jpg,_82d629a24394bf61703a
16181,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Mastiff Protected Patrol,31,19,['destroyed'],https://i.postimg.cc/6QddBw2y/2005-Mastiff-destr-31-05-23.jpg,_ccf012ff5e425767f0db
16182,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Mastiff Protected Patrol,31,20,['destroyed'],https://i.postimg.cc/ncD3PVp0/2006-HMMWV-destr-01-08-23.jpg,_c1ea084563b10069d717
16185,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Mastiff Protected Patrol,31,3,['damaged'],https://i.postimg.cc/mgVCb1hv/2006-Mastiff-Protected-Patrol-dam-15-08-23.jpg,_03f3226e109935e9f280
16186,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Mastiff Protected Patrol,31,4,['damaged'],https://i.postimg.cc/ZqR30YdC/2007-Mastiff-Protected-Patrol-dam-17-07-23.jpg,_14dd4a010b6285a1e42e
16187,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Mastiff Protected Patrol,31,5,['damaged'],https://i.postimg.cc/25KWWpQT/2008-Mastiff-Protected-Patrol-dam-17-07-23.jpg,_fc3e4410ce49fed3e752
16197,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Wolfhound Protected Patrol,5,4,['destroyed'],https://i.postimg.cc/90SmQqCj/11-08-2022-Mastiff-destroyed.jpg,_1018443b52c25f13b9ba
16198,UA,['the United Kingdom'],Mine-Resistant Ambush Protected ,Wolfhound Protected Patrol,5,5,['destroyed'],https://i.postimg.cc/k5Pf1cjC/2005-Mastiff-destr-30-05-23.jpg,_2423bc7eed57ce5177a7
16208,UA,['Australia '],Mine-Resistant Ambush Protected ,Bushmaster Protected Mobility Vehicle,13,10,['destroyed'],https://i.postimg.cc/HW6WB6g9/2009-bushmaster-destr-05-12-23.jpg,_e885e6c8cb6aafd53331
16264,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,53,['destroyed'],https://i.postimg.cc/wj4R45vq/2003-Maxx-Pro-destr-dam-20-11-23.jpg,_5ff2b3581e0ddb931e95
16265,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,54,['destroyed'],https://i.postimg.cc/cHQtL7Zs/2008-Maxx-Pro-destr-24-11-23.jpg,_1c130fd9d14648638f4b
16266,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,55,['destroyed'],https://i.postimg.cc/zv7LnJV6/2016-Maxx-Pro-destr-09-11-23.jpg,_a678af9ec306ca9e2f94
16267,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,56,['destroyed'],https://i.postimg.cc/ncyY1GYY/2002-Maxx-Pro-destr-26-11-23.jpg,_0feb4b73ba3c652ca232
16268,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,57,['destroyed'],https://i.postimg.cc/PqYfK1pK/2001-Maxx-Pro-destr-15-12-23.jpg,_672b8b61378467000d5a
16269,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,58,['destroyed'],https://i.postimg.cc/DfpFqmrC/2021-maxxpro-destr-31-08-23.jpg,_0ed07e5f6ff0e22713af
16270,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,59,['destroyed'],https://i.postimg.cc/bJFrxzjz/2010-Maxpro-dam-aband-11-10-23.jpg,_43484c8172df132de2f1
16280,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,10,['damaged'],https://i.postimg.cc/hvczzJPV/2025-Maxx-Pro-dam-31-10-23.jpg,_3483e9624a83be0b9d32
16286,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,6,"['damaged', 'abandoned']",https://i.postimg.cc/5NLYfJJT/2003-Maxx-Pro-dam-aband-12-11-23.jpg,_b2444cabbc18d66787b9
16287,UA,['the United States'],Mine-Resistant Ambush Protected ,International M1224 MaxxPro,78,7,['abandoned'],https://i.postimg.cc/7ZS1tJKv/2000-maxxpro-aband-20-11-23.jpg,_b443f0a8532afae06571
16313,UA,['the United States'],Mine-Resistant Ambush Protected ,,,1,['damaged'],https://i.postimg.cc/VkgFTsTK/2010-BATT-UMG-dam-04-12-23.jpg,_6faa7ecc187438b75340
16318,UA,['Germany'],Mine-Resistant Ambush Protected ,ATF Dingo,7,5,['destroyed'],https://i.postimg.cc/Y0PpH9N7/2012-Dingo-2-MRAP-destr-02-12-23.jpg,_70e2488f17d55e20e789
16337,UA,['Turkey'],Mine-Resistant Ambush Protected ,BMC Kirpi,30,17,['destroyed'],https://i.postimg.cc/W3NX3JK0/2007-BMC-Kirpi-destr-15-11-23.jpg,_cd8f101568f4b27d0cd0
16338,UA,['Turkey'],Mine-Resistant Ambush Protected ,BMC Kirpi,30,18,['destroyed'],https://i.postimg.cc/sDbSznnr/2005-Kirpi-destr-08-01-24.jpg,_aec97fc339f0138dfa91
16339,UA,['Turkey'],Mine-Resistant Ambush Protected ,BMC Kirpi,30,19,['destroyed'],https://i.postimg.cc/52vz2wGF/2006-Kirpi-destr-08-01-24.jpg,_298b4fa986b15452b6c5
16340,UA,['Turkey'],Mine-Resistant Ambush Protected ,BMC Kirpi,30,20,['destroyed'],https://i.postimg.cc/KjhY9gXB/32e2.png,_3afb2fdf6b5c93e64a39
